qcsorted_mapped_trimmed_mel_SRR1576461.bam
FBgn0031208	879
FBgn0002121	2597
FBgn0031209	65
FBgn0051973	1511
FBgn0067779	964
FBgn0031213	1009
FBgn0031214	83
FBgn0002931	391
FBgn0031216	797
FBgn0031217	391
FBgn0026787	1146
FBgn0005278	4509
FBgn0031228	4230
FBgn0031219	0
FBgn0031220	0
FBgn0025683	0
FBgn0001142	0
FBgn0051976	0
FBgn0051975	0
FBgn0051974	0
FBgn0031224	0
FBgn0259818	0
FBgn0031227	0
FBgn0031229	312
FBgn0053635	78
FBgn0016977	7628
FBgn0031231	500
FBgn0031232	341
FBgn0031233	652
FBgn0086902	7077
FBgn0031235	0
FBgn0022246	71
FBgn0031238	346
FBgn0031239	0
FBgn0031240	0
FBgn0086912	167
FBgn0086856	216
FBgn0086855	597
FBgn0003444	343
FBgn0031244	566
FBgn0031245	2025
FBgn0025686	0
FBgn0031247	3026
FBgn0017457	955
FBgn0024352	1954
FBgn0020622	810
FBgn0004611	1927
FBgn0031248	0
FBgn0031249	0
FBgn0053127	0
FBgn0264086	0
FBgn0051921	0
FBgn0031250	980
FBgn0000061	17
FBgn0031251	3352
FBgn0003278	108
FBgn0264855	1757
FBgn0263933	658
FBgn0031252	7
FBgn0002593	42936
FBgn0031253	415
FBgn0031254	122
FBgn0031255	12
FBgn0004583	975
FBgn0015924	1877
FBgn0031256	522
FBgn0031257	168
FBgn0031258	1519
FBgn0027592	267
FBgn0003963	484
FBgn0043364	0
FBgn0010602	1707
FBgn0031260	1930
FBgn0031261	357
FBgn0005660	146
FBgn0260933	181
FBgn0031263	179
FBgn0031264	1017
FBgn0031265	1214
FBgn0021874	157
FBgn0031266	737
FBgn0031267	233
FBgn0031268	391
FBgn0013323	70
FBgn0023489	113
FBgn0010323	52
FBgn0031270	42
FBgn0040106	48
FBgn0040107	309
FBgn0031273	508
FBgn0000497	310
FBgn0011244	7501
FBgn0026438	1886
FBgn0031275	359
FBgn0031276	1558
FBgn0040725	790
FBgn0031277	2976
FBgn0041250	12
FBgn0031279	890
FBgn0000442	42
FBgn0051658	23
FBgn0086130	105
FBgn0031281	121
FBgn0031282	132
FBgn0031283	0
FBgn0031284	84
FBgn0015621	108
FBgn0031285	15790
FBgn0031286	217
FBgn0010583	2077
FBgn0020304	4634
FBgn0031287	269
FBgn0020545	2300
FBgn0031288	144
FBgn0031289	147
FBgn0029095	1650
FBgn0020305	195
FBgn0053526	2151
FBgn0002936	642
FBgn0031292	2006
FBgn0002563	2366
FBgn0046113	315
FBgn0028481	400
FBgn0031294	20904
FBgn0031295	0
FBgn0031296	0
FBgn0003310	1220
FBgn0015905	411
FBgn0031298	1080
FBgn0031299	844
FBgn0261938	968
