qcsorted_mapped_trimmed_mel_SRR1576514.bam
FBgn0031208	973
FBgn0002121	3348
FBgn0031209	81
FBgn0051973	1690
FBgn0067779	1161
FBgn0031213	1106
FBgn0031214	120
FBgn0002931	507
FBgn0031216	1256
FBgn0031217	485
FBgn0026787	1339
FBgn0005278	5162
FBgn0031228	3788
FBgn0031219	0
FBgn0031220	0
FBgn0025683	0
FBgn0001142	0
FBgn0051976	0
FBgn0051975	0
FBgn0051974	0
FBgn0031224	0
FBgn0259818	0
FBgn0031227	0
FBgn0031229	356
FBgn0053635	111
FBgn0016977	7193
FBgn0031231	525
FBgn0031232	326
FBgn0031233	831
FBgn0086902	6492
FBgn0031235	0
FBgn0022246	64
FBgn0031238	421
FBgn0031239	0
FBgn0031240	0
FBgn0086912	158
FBgn0086856	226
FBgn0086855	695
FBgn0003444	322
FBgn0031244	565
FBgn0031245	2294
FBgn0025686	0
FBgn0031247	3235
FBgn0017457	942
FBgn0024352	2081
FBgn0020622	873
FBgn0004611	1993
FBgn0031248	0
FBgn0031249	0
FBgn0053127	0
FBgn0264086	0
FBgn0051921	0
FBgn0031250	981
FBgn0000061	21
FBgn0031251	4012
FBgn0003278	98
FBgn0264855	1754
FBgn0263933	789
FBgn0031252	3
FBgn0002593	42265
FBgn0031253	539
FBgn0031254	18
FBgn0031255	13
FBgn0004583	1264
FBgn0015924	2100
FBgn0031256	594
FBgn0031257	134
FBgn0031258	1700
FBgn0027592	366
FBgn0003963	502
FBgn0043364	0
FBgn0010602	1783
FBgn0031260	2533
FBgn0031261	475
FBgn0005660	332
FBgn0260933	189
FBgn0031263	206
FBgn0031264	1121
FBgn0031265	1388
FBgn0021874	150
FBgn0031266	864
FBgn0031267	269
FBgn0031268	429
FBgn0013323	81
FBgn0023489	63
FBgn0010323	56
FBgn0031270	82
FBgn0040106	74
FBgn0040107	332
FBgn0031273	397
FBgn0000497	484
FBgn0011244	8620
FBgn0026438	2335
FBgn0031275	406
FBgn0031276	1338
FBgn0040725	745
FBgn0031277	2782
FBgn0041250	6
FBgn0031279	1023
FBgn0000442	42
FBgn0051658	24
FBgn0086130	121
FBgn0031281	145
FBgn0031282	155
FBgn0031283	0
FBgn0031284	101
FBgn0015621	118
FBgn0031285	15291
FBgn0031286	186
FBgn0010583	2114
FBgn0020304	5093
FBgn0031287	256
FBgn0020545	2295
FBgn0031288	145
FBgn0031289	172
FBgn0029095	1368
FBgn0020305	166
FBgn0053526	2340
FBgn0002936	630
FBgn0031292	2697
FBgn0002563	829
FBgn0046113	370
FBgn0028481	280
FBgn0031294	17026
FBgn0031295	0
FBgn0031296	0
FBgn0003310	1347
FBgn0015905	451
FBgn0031298	1113
FBgn0031299	800
FBgn0261938	1182
FBgn0031301	572
FBgn0031302	25
FBgn0016926	8581
FBgn0031304	2972
FBgn0031305	765
FBgn0031306	1207
FBgn0031307	262
FBgn0031308	115
FBgn0031309	192
FBgn0031310	956
FBgn0261458	3232
FBgn0031312	387
FBgn0031313	2249
FBgn0031314	120
FBgn0031315	294
FBgn0024314	1917
FBgn0051922	71
FBgn0031317	388
FBgn0031318	1027
FBgn0031319	1289
FBgn0031320	532
FBgn0031321	82
FBgn0031322	1668
FBgn0031323	1639
FBgn0263080	547
FBgn0263081	6240
FBgn0040723	2242
FBgn0031324	5
FBgn0259229	402
FBgn0031327	736
FBgn0041097	266
FBgn0011294	57
FBgn0031331	384
FBgn0053923	4
FBgn0053922	1
FBgn0026141	5630
FBgn0031332	992
FBgn0031333	1417
